,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Trinidad & Tobago,30.545454545454543,3.3636363636363638,87.81818181818181,0.45454545454545453,30.545454545454543,3.3636363636363638,87.81818181818181,0.45454545454545453
