,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Panama,96.81212121212121,90.36363636363636,258.90909090909093,1.0909090909090908,96.81212121212121,90.36363636363636,258.90909090909093,1.0909090909090908
