,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Mexico,97.68538324420676,107.18181818181819,261.6363636363636,0.18181818181818182,97.68538324420676,107.18181818181819,261.6363636363636,0.18181818181818182
