,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Suriname,258.81339712918657,290.6363636363636,325.0,1.9090909090909092,258.81339712918657,290.6363636363636,325.0,1.9090909090909092
