,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Colombia,167.17371737173718,209.63636363636363,343.3636363636364,0.18181818181818182,167.17371737173718,209.63636363636363,343.3636363636364,0.18181818181818182
