,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Jamaica,34.84090909090909,29.272727272727273,75.45454545454545,5.363636363636363,34.84090909090909,29.272727272727273,75.45454545454545,5.363636363636363
