,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Uruguay,36.689393939393945,35.04545454545455,83.0,0.09090909090909091,36.689393939393945,35.04545454545455,83.0,0.09090909090909091
