,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Haiti,74.15151515151514,91.63636363636363,105.0,19.454545454545453,74.15151515151514,91.63636363636363,105.0,19.454545454545453
