,City,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Camaguey,Cuba,195.0909090909091,195.0909090909091,195.0909090909091,195.0909090909091,195.0909090909091,195.0909090909091,195.0909090909091,195.0909090909091
0,La Habana,Cuba,94.45454545454547,94.45454545454547,100.72727272727273,88.18181818181819,94.45454545454547,94.45454545454547,100.72727272727273,88.18181818181819
0,Santiago de Cuba,Cuba,134.4848484848485,109.0909090909091,186.36363636363637,108.0,134.4848484848485,109.0909090909091,186.36363636363637,108.0
0,Santiago,Dominican Republic,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,Santo Domingo,Dominican Republic,65.54545454545455,65.54545454545455,65.54545454545455,65.54545454545455,65.54545454545455,65.54545454545455,65.54545454545455,65.54545454545455
0,Port-au-Prince,Haiti,146.45454545454547,146.45454545454547,146.45454545454547,146.45454545454547,146.45454545454547,146.45454545454547,146.45454545454547,146.45454545454547
0,Kingston,Jamaica,78.63636363636364,78.63636363636364,78.63636363636364,78.63636363636364,78.63636363636364,78.63636363636364,78.63636363636364,78.63636363636364
0,Port of Spain,Trinidad & Tobago,144.27272727272728,144.27272727272728,144.27272727272728,144.27272727272728,144.27272727272728,144.27272727272728,144.27272727272728,144.27272727272728
0,Alajuela,Costa Rica,263.3636363636364,263.3636363636364,285.6363636363636,241.0909090909091,263.3636363636364,263.3636363636364,285.6363636363636,241.0909090909091
0,Heredia,Costa Rica,129.04545454545456,129.04545454545456,131.36363636363637,126.72727272727273,129.04545454545456,129.04545454545456,131.36363636363637,126.72727272727273
0,San José,Costa Rica,129.04545454545456,129.04545454545456,131.36363636363637,126.72727272727273,129.04545454545456,129.04545454545456,131.36363636363637,126.72727272727273
0,San Salvador,El Salvador,300.6363636363636,300.6363636363636,300.6363636363636,300.6363636363636,300.6363636363636,300.6363636363636,300.6363636363636,300.6363636363636
0,Ciudad de Guatemala,Guatemala,29.636363636363637,29.636363636363637,29.636363636363637,29.636363636363637,29.636363636363637,29.636363636363637,29.636363636363637,29.636363636363637
