Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
Brazil,208.93638894838293,247.8571428571429,324.6190476190476,0.5238095238095238,208.93638894838293,247.8571428571429,324.6190476190476,0.5238095238095238
Mexico,117.44551282051285,126.52380952380952,278.1428571428572,0.3333333333333333,117.44551282051285,126.52380952380952,278.1428571428572,0.3333333333333333
Colombia,194.09785932721712,255.7142857142857,351.2857142857143,0.7619047619047619,194.09785932721712,255.7142857142857,351.2857142857143,0.7619047619047619
Argentina,70.5718270571827,63.0,253.7142857142857,0.0476190476190476,70.5718270571827,63.0,253.7142857142857,0.0476190476190476
Peru,140.5957671957672,149.5,297.3333333333333,0.0476190476190476,140.5957671957672,149.5,297.3333333333333,0.0476190476190476
Venezuela,258.4227513227513,274.5,357.9047619047619,32.095238095238095,258.4227513227513,274.5,357.9047619047619,32.095238095238095
Chile,8.042207792207792,3.857142857142857,47.80952380952381,0.0476190476190476,8.042207792207792,3.857142857142857,47.80952380952381,0.0476190476190476
Ecuador,59.62464985994398,7.119047619047619,231.1904761904762,0.3809523809523809,59.62464985994398,7.119047619047619,231.1904761904762,0.3809523809523809
Guatemala,150.55462184873952,165.0952380952381,281.1904761904762,32.04761904761905,150.55462184873952,165.0952380952381,281.1904761904762,32.04761904761905
Bolivia,203.03663003663004,250.14285714285717,295.04761904761904,0.0476190476190476,203.03663003663004,250.14285714285717,295.04761904761904,0.0476190476190476
Haiti,116.76190476190476,129.38095238095238,143.33333333333334,66.95238095238095,116.76190476190476,129.38095238095238,143.33333333333334,66.95238095238095
Dominican Republic,80.7,74.0952380952381,130.95238095238096,26.428571428571427,80.7,74.0952380952381,130.95238095238096,26.428571428571427
Cuba,119.16496598639456,109.61904761904762,195.04761904761904,66.71428571428571,119.16496598639456,109.61904761904762,195.04761904761904,66.71428571428571
Honduras,165.54636591478695,167.0952380952381,302.3333333333333,55.57142857142857,165.54636591478695,167.0952380952381,302.3333333333333,55.57142857142857
Nicaragua,220.1,249.83333333333331,339.04761904761904,79.9047619047619,220.1,249.83333333333331,339.04761904761904,79.9047619047619
Paraguay,229.2846560846561,241.1904761904762,291.6190476190476,137.71428571428572,229.2846560846561,241.1904761904762,291.6190476190476,137.71428571428572
El Salvador,187.0,208.3095238095238,302.3333333333333,32.04761904761905,187.0,208.3095238095238,302.3333333333333,32.04761904761905
Costa Rica,161.63888888888889,180.3333333333333,310.9047619047619,5.380952380952381,161.63888888888889,180.3333333333333,310.9047619047619,5.380952380952381
Panama,168.7174603174603,173.42857142857142,305.3333333333333,5.380952380952381,168.7174603174603,173.42857142857142,305.3333333333333,5.380952380952381
Uruguay,42.84571428571429,38.42857142857143,101.85714285714286,0.0476190476190476,42.84571428571429,38.42857142857143,101.85714285714286,0.0476190476190476
Jamaica,88.63095238095238,83.85714285714286,124.95238095238096,61.85714285714285,88.63095238095238,83.85714285714286,124.95238095238096,61.85714285714285
Trinidad & Tobago,66.09523809523809,40.38095238095238,143.0,14.904761904761903,66.09523809523809,40.38095238095238,143.0,14.904761904761903
Guyana,273.29556650246303,293.1904761904762,340.1428571428572,19.476190476190474,273.29556650246303,293.1904761904762,340.1428571428572,19.476190476190474
Suriname,269.50714285714287,313.2857142857143,342.04761904761904,1.238095238095238,269.50714285714287,313.2857142857143,342.04761904761904,1.238095238095238
"Bahamas, The",37.53095238095239,26.02380952380953,102.76190476190476,15.142857142857142,37.53095238095239,26.02380952380953,102.76190476190476,15.142857142857142
Belize,185.469387755102,179.23809523809524,252.95238095238096,135.57142857142858,185.469387755102,179.23809523809524,252.95238095238096,135.57142857142858
Barbados,13.285714285714286,13.285714285714286,13.285714285714286,13.285714285714286,13.285714285714286,13.285714285714286,13.285714285714286,13.285714285714286
St Lucia,11.607142857142858,10.976190476190476,15.61904761904762,8.857142857142858,11.607142857142858,10.976190476190476,15.61904761904762,8.857142857142858
Grenada,8.904761904761905,8.904761904761905,8.904761904761905,8.904761904761905,8.904761904761905,8.904761904761905,8.904761904761905,8.904761904761905
St Vincent & the Grenadines,10.452380952380953,10.452380952380953,12.0,8.904761904761905,10.452380952380953,10.452380952380953,12.0,8.904761904761905
Antigua & Barbuda,10.11904761904762,10.11904761904762,10.38095238095238,9.857142857142858,10.11904761904762,10.11904761904762,10.38095238095238,9.857142857142858
Dominica,25.666666666666668,25.666666666666668,25.666666666666668,25.666666666666668,25.666666666666668,25.666666666666668,25.666666666666668,25.666666666666668
St Kitts & Nevis,10.38095238095238,10.38095238095238,10.38095238095238,10.38095238095238,10.38095238095238,10.38095238095238,10.38095238095238,10.38095238095238
