,City,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Camaguey,Cuba,157.45454545454547,157.45454545454547,157.45454545454547,157.45454545454547,157.45454545454547,157.45454545454547,157.45454545454547,157.45454545454547
0,La Habana,Cuba,52.36363636363636,52.36363636363636,59.54545454545455,45.18181818181818,52.36363636363636,52.36363636363636,59.54545454545455,45.18181818181818
0,Santiago de Cuba,Cuba,89.24242424242424,62.72727272727273,149.54545454545453,55.45454545454545,89.24242424242424,62.72727272727273,149.54545454545453,55.45454545454545
0,Santiago,Dominican Republic,61.54545454545455,61.54545454545455,61.54545454545455,61.54545454545455,61.54545454545455,61.54545454545455,61.54545454545455,61.54545454545455
0,Santo Domingo,Dominican Republic,30.545454545454547,30.545454545454547,30.545454545454547,30.545454545454547,30.545454545454547,30.545454545454547,30.545454545454547,30.545454545454547
0,Port-au-Prince,Haiti,96.27272727272727,96.27272727272727,96.27272727272727,96.27272727272727,96.27272727272727,96.27272727272727,96.27272727272727,96.27272727272727
0,Kingston,Jamaica,28.181818181818183,28.181818181818183,28.181818181818183,28.181818181818183,28.181818181818183,28.181818181818183,28.181818181818183,28.181818181818183
0,Port of Spain,Trinidad & Tobago,87.81818181818181,87.81818181818181,87.81818181818181,87.81818181818181,87.81818181818181,87.81818181818181,87.81818181818181,87.81818181818181
0,Alajuela,Costa Rica,192.72727272727275,192.72727272727275,228.36363636363637,157.0909090909091,192.72727272727275,192.72727272727275,228.36363636363637,157.0909090909091
0,Heredia,Costa Rica,77.27272727272728,77.27272727272728,81.54545454545455,73.0,77.27272727272728,77.27272727272728,81.54545454545455,73.0
0,San José,Costa Rica,77.27272727272728,77.27272727272728,81.54545454545455,73.0,77.27272727272728,77.27272727272728,81.54545454545455,73.0
0,San Salvador,El Salvador,219.45454545454547,219.45454545454547,219.45454545454547,219.45454545454547,219.45454545454547,219.45454545454547,219.45454545454547,219.45454545454547
0,Ciudad de Guatemala,Guatemala,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545
0,San Pedro Sula,Honduras,144.63636363636363,144.63636363636363,144.63636363636363,144.63636363636363,144.63636363636363,144.63636363636363,144.63636363636363,144.63636363636363
0,Tegucigalpa,Honduras,137.48484848484847,94.81818181818181,224.54545454545453,93.0909090909091,137.48484848484847,94.81818181818181,224.54545454545453,93.0909090909091
0,Acapulco de Juárez,Mexico,101.0909090909091,107.72727272727272,127.63636363636364,61.27272727272727,101.0909090909091,107.72727272727272,127.63636363636364,61.27272727272727
0,Aguascalientes,Mexico,5.659090909090909,3.9545454545454546,12.727272727272727,2.0,5.659090909090909,3.9545454545454546,12.727272727272727,2.0
0,Cancún,Mexico,109.43181818181819,97.18181818181819,217.0909090909091,26.272727272727273,109.43181818181819,97.18181818181819,217.0909090909091,26.272727272727273
0,Celaya,Mexico,5.954545454545454,5.954545454545454,8.363636363636363,3.5454545454545454,5.954545454545454,5.954545454545454,8.363636363636363,3.5454545454545454
0,Chihuahua,Mexico,95.60227272727272,106.31818181818181,121.54545454545455,38.54545454545455,95.60227272727272,106.31818181818181,121.54545454545455,38.54545454545455
0,Ciudad de México,Mexico,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
0,Ciudad Juárez,Mexico,121.54545454545455,121.54545454545455,121.54545454545455,121.54545454545455,121.54545454545455,121.54545454545455,121.54545454545455,121.54545454545455
0,Ciudad Obregón,Mexico,150.0909090909091,150.0909090909091,150.0909090909091,150.0909090909091,150.0909090909091,150.0909090909091,150.0909090909091,150.0909090909091
0,Ciudad Victoria,Mexico,83.9090909090909,83.9090909090909,83.9090909090909,83.9090909090909,83.9090909090909,83.9090909090909,83.9090909090909,83.9090909090909
0,Coatzacoalcos,Mexico,182.54545454545456,182.54545454545456,190.36363636363637,174.72727272727272,182.54545454545456,182.54545454545456,190.36363636363637,174.72727272727272
0,Colima,Mexico,68.81818181818181,68.81818181818181,84.27272727272727,53.36363636363637,68.81818181818181,68.81818181818181,84.27272727272727,53.36363636363637
0,Córdoba,Mexico,19.0,19.0,27.363636363636363,10.636363636363637,19.0,19.0,27.363636363636363,10.636363636363637
0,Cuautla Morelos,Mexico,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545
0,Cuernavaca,Mexico,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545,12.545454545454545
0,Culiacán,Mexico,143.3181818181818,143.3181818181818,156.36363636363637,130.27272727272728,143.3181818181818,143.3181818181818,156.36363636363637,130.27272727272728
0,Durango,Mexico,53.163636363636364,47.13636363636363,121.0,5.363636363636363,53.163636363636364,47.13636363636363,121.0,5.363636363636363
0,Ensenada,Mexico,32.59090909090909,32.59090909090909,62.0,3.1818181818181817,32.59090909090909,32.59090909090909,62.0,3.1818181818181817
0,Guadalajara,Mexico,24.431818181818183,23.227272727272727,38.54545454545455,12.727272727272727,24.431818181818183,23.227272727272727,38.54545454545455,12.727272727272727
0,Hermosillo,Mexico,156.1818181818182,156.1818181818182,156.1818181818182,156.1818181818182,156.1818181818182,156.1818181818182,156.1818181818182,156.1818181818182
0,Irapuato,Mexico,8.363636363636363,8.363636363636363,8.363636363636363,8.363636363636363,8.363636363636363,8.363636363636363,8.363636363636363,8.363636363636363
0,La Laguna,Mexico,28.18181818181818,28.18181818181818,45.0,11.363636363636363,28.18181818181818,28.18181818181818,45.0,11.363636363636363
0,León de los Aldamas,Mexico,6.636363636363637,6.636363636363637,8.363636363636363,4.909090909090909,6.636363636363637,6.636363636363637,8.363636363636363,4.909090909090909
0,Los Mochis,Mexico,150.86363636363637,150.86363636363637,162.36363636363637,139.36363636363637,150.86363636363637,150.86363636363637,162.36363636363637,139.36363636363637
0,Matamoros,Mexico,165.52272727272728,163.22727272727272,179.1818181818182,156.45454545454547,165.52272727272728,163.22727272727272,179.1818181818182,156.45454545454547
0,Mazatlán,Mexico,151.0909090909091,151.0909090909091,151.0909090909091,151.0909090909091,151.0909090909091,151.0909090909091,151.0909090909091,151.0909090909091
0,Mérida,Mexico,190.88636363636363,190.54545454545456,261.6363636363636,120.81818181818181,190.88636363636363,190.54545454545456,261.6363636363636,120.81818181818181
0,Mexicali,Mexico,119.7878787878788,142.27272727272728,155.0909090909091,62.0,119.7878787878788,142.27272727272728,155.0909090909091,62.0
0,Minatitlán,Mexico,153.59090909090907,159.27272727272725,190.36363636363637,105.45454545454545,153.59090909090907,159.27272727272725,190.36363636363637,105.45454545454545
0,Monclova,Mexico,116.5909090909091,116.5909090909091,118.63636363636364,114.54545454545455,116.5909090909091,116.5909090909091,118.63636363636364,114.54545454545455
0,Monterrey,Mexico,102.68181818181819,102.68181818181819,123.63636363636364,81.72727272727273,102.68181818181819,102.68181818181819,123.63636363636364,81.72727272727273
0,Morelia,Mexico,19.68181818181818,19.68181818181818,31.0,8.363636363636363,19.68181818181818,19.68181818181818,31.0,8.363636363636363
0,Nuevo Laredo,Mexico,162.77272727272728,162.77272727272728,173.27272727272728,152.27272727272728,162.77272727272728,162.77272727272728,173.27272727272728,152.27272727272728
0,Oaxaca de Juárez,Mexico,19.818181818181817,19.818181818181817,19.818181818181817,19.818181818181817,19.818181818181817,19.818181818181817,19.818181818181817,19.818181818181817
0,Orizaba,Mexico,9.818181818181818,5.863636363636363,27.363636363636363,0.18181818181818182,9.818181818181818,5.863636363636363,27.363636363636363,0.18181818181818182
0,Pachuca de Soto,Mexico,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
0,Poza Rica de Hidalgo,Mexico,28.18181818181818,28.18181818181818,45.0,11.363636363636363,28.18181818181818,28.18181818181818,45.0,11.363636363636363
0,Puebla,Mexico,4.606060606060606,1.0909090909090908,12.545454545454545,0.18181818181818182,4.606060606060606,1.0909090909090908,12.545454545454545,0.18181818181818182
0,Puerto Vallarta,Mexico,76.0,74.0,124.18181818181819,29.818181818181817,76.0,74.0,124.18181818181819,29.818181818181817
0,Querétaro,Mexico,8.363636363636363,8.363636363636363,13.181818181818182,3.5454545454545454,8.363636363636363,8.363636363636363,13.181818181818182,3.5454545454545454
