Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
Brazil,144.87906211435623,161.8181818181818,298.1818181818182,0.09090909090909091,144.87906211435623,161.8181818181818,298.1818181818182,0.09090909090909091
Mexico,91.87433155080214,104.95454545454547,258.54545454545456,0.36363636363636365,91.87433155080214,104.95454545454547,258.54545454545456,0.36363636363636365
Colombia,136.46998284734133,168.86363636363637,334.6363636363636,0.09090909090909091,136.46998284734133,168.86363636363637,334.6363636363636,0.09090909090909091
Argentina,68.23970648185895,65.27272727272727,227.27272727272728,0.09090909090909091,68.23970648185895,65.27272727272727,227.27272727272728,0.09090909090909091
Peru,92.91531755915318,101.9090909090909,200.0909090909091,0.09090909090909091,92.91531755915318,101.9090909090909,200.0909090909091,0.09090909090909091
Venezuela,203.08080808080808,214.40909090909093,352.72727272727275,0.45454545454545453,203.08080808080808,214.40909090909093,352.72727272727275,0.45454545454545453
Chile,4.491477272727273,1.5,37.54545454545455,0.09090909090909091,4.491477272727273,1.5,37.54545454545455,0.09090909090909091
Ecuador,37.413223140495866,18.863636363636363,117.45454545454545,0.09090909090909091,37.413223140495866,18.863636363636363,117.45454545454545,0.09090909090909091
Guatemala,105.20320855614973,97.18181818181819,222.54545454545453,13.0,105.20320855614973,97.18181818181819,222.54545454545453,13.0
Bolivia,143.2630303030303,164.36363636363637,253.8181818181818,0.2727272727272727,143.2630303030303,164.36363636363637,253.8181818181818,0.2727272727272727
Haiti,58.3939393939394,73.36363636363637,90.45454545454545,9.454545454545455,58.3939393939394,73.36363636363637,90.45454545454545,9.454545454545455
Dominican Republic,33.163636363636364,21.59090909090909,90.45454545454545,3.1818181818181817,33.163636363636364,21.59090909090909,90.45454545454545,3.1818181818181817
Cuba,60.159090909090914,49.81818181818182,141.63636363636363,4.545454545454546,60.159090909090914,49.81818181818182,141.63636363636363,4.545454545454546
Honduras,115.80382775119615,128.72727272727272,237.0909090909091,0.7272727272727273,115.80382775119615,128.72727272727272,237.0909090909091,0.7272727272727273
Nicaragua,144.2818181818182,150.36363636363637,304.72727272727275,7.363636363636363,144.2818181818182,150.36363636363637,304.72727272727275,7.363636363636363
Paraguay,194.83434343434342,205.8181818181818,253.8181818181818,105.9090909090909,194.83434343434342,205.8181818181818,253.8181818181818,105.9090909090909
El Salvador,127.71212121212123,139.27272727272728,237.0909090909091,13.0,127.71212121212123,139.27272727272728,237.0909090909091,13.0
Costa Rica,86.83333333333333,76.68181818181819,224.36363636363637,1.0909090909090908,86.83333333333333,76.68181818181819,224.36363636363637,1.0909090909090908
Panama,74.85454545454546,67.9090909090909,219.1818181818182,0.09090909090909091,74.85454545454546,67.9090909090909,219.1818181818182,0.09090909090909091
Uruguay,39.14909090909091,39.81818181818182,92.45454545454545,0.09090909090909091,39.14909090909091,39.81818181818182,92.45454545454545,0.09090909090909091
Jamaica,22.40909090909091,15.90909090909091,55.81818181818182,2.0,22.40909090909091,15.90909090909091,55.81818181818182,2.0
Trinidad & Tobago,35.40909090909091,35.40909090909091,70.45454545454545,0.36363636363636365,35.40909090909091,35.40909090909091,70.45454545454545,0.36363636363636365
Guyana,221.78056426332287,246.1818181818182,303.72727272727275,0.5454545454545454,221.78056426332287,246.1818181818182,303.72727272727275,0.5454545454545454
Suriname,240.86124401913875,274.90909090909093,311.90909090909093,0.8181818181818182,240.86124401913875,274.90909090909093,311.90909090909093,0.8181818181818182
"Bahamas, The",7.721590909090909,1.6818181818181817,54.63636363636363,0.09090909090909091,7.721590909090909,1.6818181818181817,54.63636363636363,0.09090909090909091
Belize,141.27272727272728,128.72727272727272,218.27272727272728,66.36363636363636,141.27272727272728,128.72727272727272,218.27272727272728,66.36363636363636
Barbados,,,,,,,,
St Lucia,,,,,,,,
Grenada,,,,,,,,
St Vincent & the Grenadines,,,,,,,,
Antigua & Barbuda,,,,,,,,
Dominica,,,,,,,,
St Kitts & Nevis,,,,,,,,
