,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Brazil,212.02712280223525,254.54545454545453,326.8181818181818,0.6363636363636364,303.96423,303.83643,321.61258,275.81793
1,Mexico,117.02403846153847,126.22727272727272,279.54545454545456,0.2727272727272727,299.83746,300.3318,325.37527,267.7192
2,Colombia,197.69724770642202,262.1818181818182,351.90909090909093,0.7272727272727273,303.17276,303.41608,319.5052,289.15524
3,Argentina,70.53574203574205,61.54545454545455,256.1818181818182,0.09090909090909091,292.5109,292.16028,322.06976,263.47083
4,Peru,144.50255362614914,156.45454545454547,304.8181818181818,0.09090909090909091,298.62634,299.91284,320.414,273.27066
5,Venezuela,260.38282828282826,277.54545454545456,357.3636363636364,31.727272727272727,305.1482,305.05804,316.35394,292.56003
6,Chile,8.290465631929045,4.363636363636363,48.90909090909091,0.09090909090909091,287.5931,286.82913,314.84705,263.47083
7,Ecuador,61.090909090909086,8.545454545454547,234.1818181818182,0.36363636363636365,299.8196,300.04324,314.0987,286.91605
8,Guatemala,151.427807486631,167.63636363636363,289.8181818181818,29.636363636363637,302.3547,302.42322,317.09164,285.852
9,Bolivia,207.8677685950413,252.54545454545453,301.27272727272725,0.09090909090909091,299.97427,301.9219,321.43066,271.23322
10,Haiti,118.89393939393939,130.86363636363637,146.45454545454547,67.54545454545455,302.32574,302.23743,309.2986,293.1421
11,Dominican Republic,83.75454545454545,77.31818181818181,135.63636363636363,29.0,301.62823,301.53183,309.2986,292.85556
12,Cuba,119.51298701298701,109.9090909090909,195.0909090909091,70.27272727272727,301.89926,301.96887,310.39215,288.0886
13,Honduras,168.85167464114832,173.0909090909091,314.0,55.72727272727273,302.85724,302.89557,313.8244,287.71295
14,Nicaragua,223.7954545454545,253.0,341.1818181818182,80.9090909090909,303.9484,303.7539,313.74194,288.79974
15,Paraguay,232.81818181818187,244.0909090909091,295.45454545454544,141.0,304.67493,305.1546,322.06976,279.37784
16,El Salvador,191.0,212.5,314.0,29.636363636363637,302.7466,303.33752,310.59372,287.80774
17,Costa Rica,164.68939393939397,184.9090909090909,316.90909090909093,5.545454545454546,303.00677,302.9071,311.22192,292.44354
18,Panama,172.3878787878788,177.54545454545453,309.3636363636364,5.545454545454546,302.98083,303.0462,312.4323,292.44354
19,Uruguay,40.75272727272727,36.72727272727273,101.54545454545455,0.09090909090909091,295.32986,295.39978,319.3308,278.44705
20,Jamaica,90.52272727272728,86.5,124.27272727272727,64.81818181818181,301.87418,301.84152,306.1307,294.7758
21,Trinidad & Tobago,65.33333333333333,38.54545454545455,144.27272727272728,13.181818181818182,301.9221,301.93225,306.61078,298.50183
22,Guyana,273.99059561128524,295.45454545454544,341.3636363636364,17.90909090909091,305.76413,305.5032,316.3142,293.6813
23,Suriname,269.9272727272727,314.8636363636364,342.6363636363636,1.4545454545454546,305.86557,305.78845,316.27823,295.2986
24,"Bahamas, The",41.34090909090909,31.09090909090909,102.63636363636364,19.545454545454547,299.99405,300.09943,307.09027,286.41943
25,Belize,188.012987012987,182.63636363636363,257.90909090909093,136.45454545454547,303.35855,303.27655,316.08795,287.71295
26,Barbados,13.818181818181818,13.818181818181818,13.818181818181818,13.818181818181818,300.93018,300.83914,303.80542,297.43292
27,St Lucia,12.181818181818183,10.772727272727273,17.90909090909091,9.272727272727273,300.9337,300.8852,303.8888,297.2907
28,Grenada,7.7272727272727275,7.7272727272727275,7.7272727272727275,7.7272727272727275,301.03513,301.01373,304.11206,298.0119
29,St Vincent & the Grenadines,9.818181818181818,9.818181818181818,11.909090909090908,7.7272727272727275,301.03876,301.0138,304.11206,297.8679
30,Antigua & Barbuda,11.09090909090909,11.09090909090909,11.454545454545455,10.727272727272727,300.5092,300.36066,303.75,296.36685
31,Dominica,29.90909090909091,29.90909090909091,29.90909090909091,29.90909090909091,301.0266,300.983,303.98233,297.2781
32,St Kitts & Nevis,11.454545454545455,11.454545454545455,11.454545454545455,11.454545454545455,300.5397,300.4055,303.75,296.47458
