,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Chile,8.042207792207792,3.857142857142857,47.80952380952381,0.047619047619047616,8.042207792207792,3.857142857142857,47.80952380952381,0.047619047619047616
