,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Brazil,208.93638894838293,247.85714285714286,324.6190476190476,0.5238095238095238,208.93638894838293,247.85714285714286,324.6190476190476,0.5238095238095238
