,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,"Bahamas, The",37.530952380952385,26.023809523809526,102.76190476190476,15.142857142857142,37.530952380952385,26.023809523809526,102.76190476190476,15.142857142857142
