,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Cuba,119.16496598639456,109.61904761904762,195.04761904761904,66.71428571428571,119.16496598639456,109.61904761904762,195.04761904761904,66.71428571428571
