,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Costa Rica,161.63888888888889,180.33333333333331,310.9047619047619,5.380952380952381,161.63888888888889,180.33333333333331,310.9047619047619,5.380952380952381
