,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Argentina,68.23970648185895,65.27272727272727,227.27272727272728,0.09090909090909091,68.23970648185895,65.27272727272727,227.27272727272728,0.09090909090909091
