,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Peru,92.91531755915318,101.9090909090909,200.0909090909091,0.09090909090909091,92.91531755915318,101.9090909090909,200.0909090909091,0.09090909090909091
