,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Guatemala,105.20320855614973,97.18181818181819,222.54545454545453,13.0,105.20320855614973,97.18181818181819,222.54545454545453,13.0
