,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Honduras,115.80382775119615,128.72727272727272,237.0909090909091,0.7272727272727273,115.80382775119615,128.72727272727272,237.0909090909091,0.7272727272727273
