,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,El Salvador,127.71212121212123,139.27272727272728,237.0909090909091,13.0,127.71212121212123,139.27272727272728,237.0909090909091,13.0
