,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Ecuador,37.413223140495866,18.863636363636363,117.45454545454545,0.09090909090909091,37.413223140495866,18.863636363636363,117.45454545454545,0.09090909090909091
