,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Belize,141.27272727272728,128.72727272727272,218.27272727272728,66.36363636363636,141.27272727272728,128.72727272727272,218.27272727272728,66.36363636363636
