,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Nicaragua,144.2818181818182,150.36363636363637,304.72727272727275,7.363636363636363,144.2818181818182,150.36363636363637,304.72727272727275,7.363636363636363
