,Country,Mean days,Median days,Max days,Min days,Mean temp,Median temp,Max temp,Min temp
0,Paraguay,194.83434343434342,205.8181818181818,253.8181818181818,105.9090909090909,194.83434343434342,205.8181818181818,253.8181818181818,105.9090909090909
